,Accepted energy,Accepted uncertainty,Measured energy,Measured uncertainty,Nuclide,Height
0,511.0,0.0,510.8853005099123,0.3811570881800853,Pair production,203.22698379369308
1,1274.537,0.003,1273.8218845486892,0.4360557779686253,$\isotope[22][11]{Na}$,21.916520726068267
2,1460.8220000000001,0.006,1460.5963073116266,0.3051661091342513,$\isotope[40][19]{K}$,339.30752511920514
3,1120.537,0.003,1120.0709281556199,0.2497890704549492,$\isotope[46][21]{Sc}$,36.010949845866186
4,511.0,0.0,510.8853005099123,0.3811570881800853,$\isotope[58][27]{Co}$,203.22698379369308
5,511.0,0.0,510.8853005099123,0.3811570881800853,$\isotope[64][29]{Cu}$,203.22698379369308
6,511.0,0.0,510.8853005099123,0.3811570881800853,$\isotope[65][30]{Zn}$,203.22698379369308
7,511.0,0.0,510.8853005099123,0.3811570881800853,$\isotope[68][31]{Ga}$,203.22698379369308
8,1460.8220000000001,0.006,1460.5963073116266,0.3051661091342513,$\isotope[40][19]{K}$,339.30752511920514
9,294.98,0.02,295.26858414763905,0.1814367454596304,$\isotope[103][44]{Ru}$,133.44146691929475
10,443.8,0.02,443.9064192986983,0.1884313533387469,$\isotope[103][44]{Ru}$,187.92230797503132
11,661.6569999999999,0.003,661.5548762639005,0.21111917437272526,$\isotope[137][55]{Cs}$,28492.498729248266
12,80.9979,0.0011,80.97120457665673,0.11062087007004527,$\isotope[133][56]{Ba}$,821.904724334767
13,276.3989,0.0012,276.3066102720357,0.13139240592721246,$\isotope[133][56]{Ba}$,153.43095941468025
14,302.8508,0.0005,302.85053656306263,0.1530906408074499,$\isotope[133][56]{Ba}$,365.52588320991913
15,356.0129,0.0007,355.9640608080463,0.17442799152068408,$\isotope[133][56]{Ba}$,910.4935867816718
16,383.8485,0.0012,383.763479805758,0.17296841824930725,$\isotope[133][56]{Ba}$,114.27471338341972
17,121.7817,0.0003,121.77336557541209,0.11776387833448546,$\isotope[152][63]{Eu}$,7719.206130262716
18,244.6974,0.0008,244.66108610685814,0.1479373472656846,$\isotope[152][63]{Eu}$,1101.20517610027
19,344.2785,0.0012,344.2372743077811,0.16461392690157126,$\isotope[152][63]{Eu}$,2621.411706234203
20,411.1165,0.0012,410.8805867898439,0.20521737794810746,$\isotope[152][63]{Eu}$,136.58203643586728
21,443.965,0.003,443.9064192986983,0.1884313533387469,$\isotope[152][63]{Eu}$,187.92230797503132
22,778.9045,0.0024,778.8111826448453,0.23770510581797424,$\isotope[152][63]{Eu}$,366.3508641094996
23,867.38,0.003,867.2437222149149,0.2829203467681428,$\isotope[152][63]{Eu}$,109.76069561449007
24,964.072,0.018000000000000002,963.9169317748192,0.2598730757218719,$\isotope[152][63]{Eu}$,331.1408086688858
25,1085.837,0.01,1085.6860887190041,0.28274326439711783,$\isotope[152][63]{Eu}$,217.33717191458862
26,1089.737,0.005,1089.6141452049487,0.263558909534652,$\isotope[152][63]{Eu}$,36.23270532257333
27,1112.076,0.003,1111.9059551871117,0.2945076086849888,$\isotope[152][63]{Eu}$,242.81496955041447
28,1212.948,0.011000000000000001,1212.5083004313994,0.5076831983402035,$\isotope[152][63]{Eu}$,24.600247410354747
29,1299.142,0.008,1298.926101990504,0.3804332607643958,$\isotope[152][63]{Eu}$,28.648840059749094
30,1408.013,0.003,1407.814971350031,0.2993999699285808,$\isotope[152][63]{Eu}$,292.8817539197425
31,123.0706,0.0009,123.07671238918631,0.10159610657299556,$\isotope[154][63]{Eu}$,227.56582738948737
32,1004.725,0.006999999999999999,1004.9241234880583,0.3286747894624311,$\isotope[154][63]{Eu}$,25.39638548057535
33,1274.4289999999999,0.004,1273.8218845486892,0.4360557779686253,$\isotope[154][63]{Eu}$,21.916520726068267
34,410.95599999999996,0.003,410.8805867898439,0.20521737794810746,$\isotope[166m][67]{Ho}$,136.58203643586728
35,63.12044,4e-05,63.0998243126899,0.10934256275533087,$\isotope[169][70]{Yb}$,151.67300563838575
36,583.187,0.002,583.0504548441398,0.2159767517145485,$\isotope[208][81]{Tl}$,86.20961891303429
37,2614.511,0.01,2614.260112590102,0.3081778509806624,$\isotope[208][81]{Tl}$,53.92466790284176
38,238.632,0.002,238.54561318774296,0.13664040778515082,$\isotope[212][82]{Pb}$,479.80269624205255
