,Accepted energy,Accepted uncertainty,Measured energy,Measured uncertainty,Nuclide,Height
0,279.5422,0.001,278.2109873085876,0.6399779562210431,$\isotope[75][34]{Se}$,317.8162835369226
1,557.04,0.02,554.4352505449947,0.9469414451601196,$\isotope[103][44]{Ru}$,458.2334251276825
2,446.81199999999995,0.003,448.6726479330904,0.6940642557953133,$\isotope[110m][47]{Ag}$,2717.02573963385
3,380.452,0.008,378.8553990497129,0.5728990820974478,$\isotope[125][51]{Sb}$,274.2721946481044
4,463.365,0.004,461.91574608630316,1.1474312811545042,$\isotope[125][51]{Sb}$,75.42323366003613
5,276.3989,0.0012,278.2109873085876,0.6399779562210431,$\isotope[133][56]{Ba}$,317.8162835369226
6,867.38,0.003,861.5937456131679,1.9320594477673532,$\isotope[152][63]{Eu}$,228.01255673972665
7,1112.076,0.003,1113.008410364581,0.7273109438832895,$\isotope[152][63]{Eu}$,311.6997494616561
8,464.798,0.006,461.91574608630316,1.1474312811545042,$\isotope[166m][67]{Ho}$,75.42323366003613
9,279.1952,0.001,278.2109873085876,0.6399779562210431,$\isotope[203][80]{Hg}$,317.8162835369226
10,277.37,0.03,278.2109873085876,0.6399779562210431,$\isotope[208][81]{Tl}$,317.8162835369226
11,860.56,0.03,861.5937456131679,1.9320594477673532,$\isotope[208][81]{Tl}$,228.01255673972665
12,1770.2279999999998,0.009000000000000001,1768.269476782916,0.8189368421802001,$\isotope[207][83]{Bi}$,51.12913139980348
13,461.25,0.05,461.91574608630316,1.1474312811545042,$\isotope[235 ][92]{U}$,75.42323366003613
