,Accepted energy,Accepted uncertainty,Measured energy,Measured uncertainty,Nuclide,Height
0,511.0,0.0,510.876604209758,0.3731330376345808,Pair production,201.28018732386482
1,1274.537,0.003,1274.1920727466545,0.7830713228516889,$\isotope[22][11]{Na}$,52.499999997573134
2,1460.8220000000001,0.006,1460.5920168881312,0.2923269328459942,$\isotope[40][19]{K}$,342.0549877466284
3,511.0,0.0,510.876604209758,0.3731330376345808,$\isotope[58][27]{Co}$,201.28018732386482
4,511.0,0.0,510.876604209758,0.3731330376345808,$\isotope[64][29]{Cu}$,201.28018732386482
5,511.0,0.0,510.876604209758,0.3731330376345808,$\isotope[65][30]{Zn}$,201.28018732386482
6,511.0,0.0,510.876604209758,0.3731330376345808,$\isotope[68][31]{Ga}$,201.28018732386482
7,1460.8220000000001,0.006,1460.5920168881312,0.2923269328459942,$\isotope[40][19]{K}$,342.0549877466284
8,294.98,0.02,295.27430527966635,0.178486708344663,$\isotope[103][44]{Ru}$,132.60067905453508
9,443.8,0.02,443.9352486249315,0.19342156852013145,$\isotope[103][44]{Ru}$,190.08446354053058
10,661.6569999999999,0.003,661.5546438221395,0.21050501381039388,$\isotope[137][55]{Cs}$,28528.45983726056
11,80.9979,0.0011,80.97820249857234,0.11422819287961172,$\isotope[133][56]{Ba}$,839.1365315180443
12,276.3989,0.0012,276.3296627283019,0.12476041130393944,$\isotope[133][56]{Ba}$,152.8532977800624
13,302.8508,0.0005,302.8495235388381,0.15264258967605834,$\isotope[133][56]{Ba}$,364.79148295355714
14,356.0129,0.0007,355.96228748051317,0.17737931964039536,$\isotope[133][56]{Ba}$,917.3306204177412
15,383.8485,0.0012,383.753201141164,0.17638549818873453,$\isotope[133][56]{Ba}$,115.36665917691496
16,121.7817,0.0003,121.77316330968624,0.1175339747704469,$\isotope[152][63]{Eu}$,7717.301669145097
17,244.6974,0.0008,244.66647978917266,0.14742064014185147,$\isotope[152][63]{Eu}$,1100.4674281869495
18,344.2785,0.0012,344.23425875257425,0.16342752200784508,$\isotope[152][63]{Eu}$,2618.543634924528
19,411.1165,0.0012,410.9460971904577,0.1621785553741627,$\isotope[152][63]{Eu}$,123.40638510651465
20,443.965,0.003,443.9352486249315,0.19342156852013145,$\isotope[152][63]{Eu}$,190.08446354053058
21,778.9045,0.0024,778.813744491425,0.22970581625110356,$\isotope[152][63]{Eu}$,365.5996716865915
22,867.38,0.003,867.2567551118688,0.243178187361706,$\isotope[152][63]{Eu}$,106.79628706015062
23,964.072,0.018000000000000002,963.9144515603333,0.25498951952175186,$\isotope[152][63]{Eu}$,330.77838270714517
24,1085.837,0.01,1085.6775609464853,0.2710948587627961,$\isotope[152][63]{Eu}$,217.17588293122398
25,1089.737,0.005,1089.642593933448,0.2692370937188924,$\isotope[152][63]{Eu}$,35.945037647484284
26,1112.076,0.003,1111.9019037979967,0.26883349972751897,$\isotope[152][63]{Eu}$,243.9302911066508
27,1212.948,0.011000000000000001,1212.7012364511106,0.2984083290586749,$\isotope[152][63]{Eu}$,22.921524490760714
28,1299.142,0.008,1298.9176918539042,0.3467822749888731,$\isotope[152][63]{Eu}$,27.544732009055352
29,1408.013,0.003,1407.8163487624506,0.29125411250793964,$\isotope[152][63]{Eu}$,293.94718734171806
30,123.0706,0.0009,122.9979515107153,0.16376126241332575,$\isotope[154][63]{Eu}$,418.9997458170041
31,1004.725,0.006999999999999999,1004.8407553550093,0.247846703522852,$\isotope[154][63]{Eu}$,21.381123875460176
32,1274.4289999999999,0.004,1274.1920727466545,0.7830713228516889,$\isotope[154][63]{Eu}$,52.499999997573134
33,410.95599999999996,0.003,410.9460971904577,0.1621785553741627,$\isotope[166m][67]{Ho}$,123.40638510651465
34,63.12044,4e-05,63.16863879703598,0.09350620072134826,$\isotope[169][70]{Yb}$,122.12548485080809
35,583.187,0.002,583.0852133420908,0.18054838200757298,$\isotope[208][81]{Tl}$,83.95767073379001
36,2614.511,0.01,2614.2480835880315,0.3129714154930017,$\isotope[208][81]{Tl}$,53.502748040905274
37,238.632,0.002,238.54729765624364,0.13653455931792305,$\isotope[212][82]{Pb}$,479.6241155310344
38,295.224,0.002,295.27430527966635,0.178486708344663,$\isotope[214][82]{Pb}$,132.60067905453508
39,351.93199999999996,0.002,351.8870868879355,0.15034723900561742,$\isotope[214][82]{Pb}$,206.77667317409612
40,609.316,0.003,609.1629987458882,0.19176143575335916,$\isotope[214][83]{Bi}$,131.17345851755115
41,1120.287,0.01,1120.0462676645946,0.23713201088158603,$\isotope[214][83]{Bi}$,32.67783955989125
42,1377.6689999999999,0.012,1377.540605976228,0.4126671782353725,$\isotope[214][83]{Bi}$,9.979655035450623
43,1407.993,0.006999999999999999,1407.8163487624506,0.29125411250793964,$\isotope[214][83]{Bi}$,293.94718734171806
44,1729.64,0.012,1729.1871533487765,0.2747191727504833,$\isotope[214][83]{Bi}$,6.497747152756458
45,1764.539,0.015,1764.1891241766355,0.3713003873234657,$\isotope[214][83]{Bi}$,33.386438112212694
46,2204.071,0.021,2204.400549147309,0.3991191340556804,$\isotope[214][83]{Bi}$,10.544279415248424
47,84.37299999999999,0.003,84.75369149578533,0.19048046825784187,$\isotope[228][90]{Th}$,1117.495143323356
48,63.29,0.02,63.16863879703598,0.09350620072134826,$\isotope[234][90]{Th}$,122.12548485080809
49,92.38,0.01,92.60861280331564,0.27990039489411844,$\isotope[234][90]{Th}$,431.55246235811853
50,92.8,0.02,92.60861280331564,0.27990039489411844,$\isotope[234][90]{Th}$,431.55246235811853
