,Accepted energy,Accepted uncertainty,Measured energy,Measured uncertainty,Nuclide,Height
0,511.0,0.0,510.91416466953547,0.4594451198137561,Pair production,529.424419102375
1,1460.8220000000001,0.006,1460.8209500489802,0.3024389283658249,$\isotope[40][19]{K}$,601.7809919458475
2,1120.537,0.003,1120.245009958257,0.33322658690718304,$\isotope[46][21]{Sc}$,71.7813006551048
3,1238.2736,0.0022,1238.2530869566615,0.13482685745234904,$\isotope[56][27]{Co}$,48.747730397382895
4,511.0,0.0,510.91416466953547,0.4594451198137561,$\isotope[58][27]{Co}$,529.424419102375
5,511.0,0.0,510.91416466953547,0.4594451198137561,$\isotope[64][29]{Cu}$,529.424419102375
6,511.0,0.0,510.91416466953547,0.4594451198137561,$\isotope[65][30]{Zn}$,529.424419102375
7,511.0,0.0,510.91416466953547,0.4594451198137561,$\isotope[68][31]{Ga}$,529.424419102375
8,1460.8220000000001,0.006,1460.8209500489802,0.3024389283658249,$\isotope[40][19]{K}$,601.7809919458475
9,294.98,0.02,295.2633073382665,0.15367223523809784,$\isotope[103][44]{Ru}$,253.38186582957525
10,443.8,0.02,443.82682652844926,0.19344390485207089,$\isotope[103][44]{Ru}$,184.1428051201149
11,795.83,0.03,794.563396856141,0.7610974623715054,$\isotope[134][55]{Cs}$,91.17490914763405
12,661.6569999999999,0.003,661.6162637110001,0.2215286956096356,$\isotope[137][55]{Cs}$,18420.50606773037
13,80.9979,0.0011,81.01833307771254,0.1298313619305514,$\isotope[133][56]{Ba}$,502.78687908950934
14,302.8508,0.0005,302.83334523861026,0.20293511145744936,$\isotope[133][56]{Ba}$,243.2924018369091
15,356.0129,0.0007,355.96828804931306,0.16610343114757073,$\isotope[133][56]{Ba}$,561.8345487579959
16,121.7817,0.0003,121.74412483186579,0.138897623509933,$\isotope[152][63]{Eu}$,4542.066074639144
17,244.6974,0.0008,244.69075171640725,0.1576201545456067,$\isotope[152][63]{Eu}$,774.0906868225297
18,344.2785,0.0012,344.2501290574324,0.17861977763958406,$\isotope[152][63]{Eu}$,1665.386732077131
19,411.1165,0.0012,411.1649082086977,0.13747670379192586,$\isotope[152][63]{Eu}$,140.54696553299254
20,443.965,0.003,443.82682652844926,0.19344390485207089,$\isotope[152][63]{Eu}$,184.1428051201149
21,778.9045,0.0024,778.8776298834626,0.2482407341773576,$\isotope[152][63]{Eu}$,255.84704507310585
22,867.38,0.003,867.3793247341316,0.3069814796007668,$\isotope[152][63]{Eu}$,68.41992224727957
23,964.072,0.018000000000000002,964.0514028714824,0.2433045329683943,$\isotope[152][63]{Eu}$,269.0856628580474
24,1085.837,0.01,1085.8458756902378,0.2650515192462275,$\isotope[152][63]{Eu}$,146.24934476728276
25,1112.076,0.003,1112.1176075768117,0.2751414714506701,$\isotope[152][63]{Eu}$,171.28490336934343
26,1408.013,0.003,1407.9965689968835,0.31219254451394385,$\isotope[152][63]{Eu}$,203.09982872658105
